D0307 08:48:53.028847422   25575 ev_posix.cc:172]            Using polling engine: epollex
I0307 08:48:53.096422521   25577 subchannel_list.h:333]      [pick_first 0x208e410] subchannel list 0x208e890 index 0 of 1 (subchannel 0x2084460): canceling connectivity watch (connection attempt failed)
I0307 08:48:53.096480243   25577 ev_posix.cc:383]            (polling-api) pollset_set_del_pollset_set(0x208e5c0, 0x208e2d0)
I0307 08:48:53.096565845   25577 pick_first.cc:396]          Pick First 0x208e410 subchannel list 0x208e890 failed to connect to all subchannels
I0307 08:48:53.096608916   25577 child_policy_handler.cc:87] [child_policy_handler 0x208dfa0] started name re-resolving
I0307 08:48:53.096644327   25577 client_channel.cc:956]      chand=0x20874a0: started name re-resolving
D0307 08:48:53.096687359   25577 dns_resolver_ares.cc:434]   (c-ares resolver) resolver:0x208cfe0 In cooldown from last resolution (from 26 ms ago). Will resolve again in 29974 ms
I0307 08:48:53.096723450   25577 ref_counted.h:86]           Resolver:0x208cfe8 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/resolver/dns/c_ares/dns_resolver_ares.cc:439 ref 1 -> 2 next_resolution_timer_cooldown
I0307 08:48:53.096758281   25577 timer_generic.cc:344]       TIMER 0x208d0e8: SET 31762 now 1788 call 0x208d040[0x2b41a3b080d8]
I0307 08:48:53.096801432   25577 timer_generic.cc:382]         .. add to shard 5 with queue_deadline_cap=2734 => is_first_timer=false
I0307 08:48:53.096934296   25577 client_channel.cc:941]      chand=0x20874a0: update: state=TRANSIENT_FAILURE status=(UNAVAILABLE: failed to connect to all addresses) picker=0x2b41b8000b20
I0307 08:48:53.096986237   25577 connectivity_state.cc:159]  ConnectivityStateTracker client_channel[0x2087550]: CONNECTING -> TRANSIENT_FAILURE (helper, UNAVAILABLE: failed to connect to all addresses)
I0307 08:48:53.097059259   25577 client_channel.cc:3141]     chand=0x20874a0 lb_call=0x2091d70: LB pick failed: UNAVAILABLE: failed to connect to all addresses
D0307 08:48:53.097107710   25577 error.cc:508]               0x2b41b8000cc0 create [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc:165]
D0307 08:48:53.097149102   25577 error.cc:508]               0x2b41b8000d70 create [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3151]
D0307 08:48:53.097185393   25577 error.cc:304]               0x2b41b8000cc0: 1 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/error.cc:531]
D0307 08:48:53.097220344   25577 error.cc:352]               0x2b41b8000cc0: 2 -> 1 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3152]
I0307 08:48:53.097261115   25577 client_channel.cc:3011]     chand=0x20874a0 lb_call=0x2091d70: removing from queued picks list
I0307 08:48:53.097298256   25577 ev_posix.cc:371]            (polling-api) pollset_set_del_pollset(0x2084290, 0x2082700)
I0307 08:48:53.097331457   25577 ev_epollex_linux.cc:1398]   PSS:0x2084290: del pollset 0x2082700
I0307 08:48:53.097367678   25577 ev_epollex_linux.cc:660]    PS:0x2082700 (pollable:0x208cab0) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=0x7ffd79334410 (target:NULL) cpsc=0 (target:0)
I0307 08:48:53.097424389   25577 ref_counted.h:182]          LoadBalancingPolicy:0x208e418 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy.h:410 unref 3 -> 2 QueuePicker
I0307 08:48:53.097478771   25577 subchannel_list.h:313]      [pick_first 0x208e410] subchannel list 0x208e890 index 0 of 1 (subchannel 0x2084460): starting watch (from TRANSIENT_FAILURE)
I0307 08:48:53.097521512   25577 ref_counted.h:86]           SubchannelList:0x208e898 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy/subchannel_list.h:322 ref 2 -> 3 Watcher
I0307 08:48:53.097566503   25577 ref_counted.h:86]           SubchannelWrapper:0x2084468 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:506 ref 2 -> 3 WatcherWrapper
I0307 08:48:53.097611825   25577 ev_posix.cc:377]            (polling-api) pollset_set_add_pollset_set(0x208e5c0, 0x208e2d0)
I0307 08:48:53.097649706   25577 ev_epollex_linux.cc:1488]   PSS: merge (0x208e5c0, 0x208e2d0)
I0307 08:48:53.097695567   25577 dual_ref_counted.h:310]     Subchannel:0x208f400 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/subchannel.cc:876 weak_ref 0 -> 1 (refs=1) connecting
I0307 08:48:53.097776599   25577 subchannel.cc:890]          subchannel 0x208f400 {address=ipv4:127.0.0.1:50051, args=grpc.client_channel_factory=0x2083e20, grpc.default_authority=127.0.0.1:50051, grpc.internal.channel_credentials=0x207b2d0, grpc.internal.security_connector=0x208e620, grpc.internal.subchannel_pool=0x207c780, grpc.primary_user_agent=grpc-c++/1.45.0, grpc.resource_quota=0x2083710, grpc.server_uri=dns:///127.0.0.1:50051}: Retry in 973 milliseconds
I0307 08:48:53.097823201   25577 timer_generic.cc:344]       TIMER 0x208f7a0: SET 2762 now 1789 call 0x208f7e0[0x2b41a3b72060]
I0307 08:48:53.097877192   25577 timer_generic.cc:382]         .. add to shard 2 with queue_deadline_cap=2734 => is_first_timer=false
I0307 08:48:53.097919983   25577 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x207a360
I0307 08:48:53.097968195   25577 work_serializer.cc:78]      WorkSerializer::Run() 0x207a360 Scheduling callback [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:572]
I0307 08:48:53.098003926   25577 work_serializer.cc:90]        Executing immediately
I0307 08:48:53.098043377   25577 ref_counted.h:182]          SubchannelWrapper:0x2084468 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:570 unref 3 -> 2 WatcherWrapper
I0307 08:48:53.098077488   25577 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x207a360
I0307 08:48:53.098117109   25577 ref_counted.h:182]          SubchannelList:0x208e898 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy/subchannel_list.h:144 unref 3 -> 2 Watcher dtor
D0307 08:48:53.098177781   25577 exec_ctx.cc:54]             closure 0x2b41b80009a8 finished
D0307 08:48:53.098215212   25577 exec_ctx.cc:34]             running closure 0x2091e10: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3035]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3036]
I0307 08:48:53.098273553   25577 client_channel.cc:3044]     chand=0x20874a0 lb_call=0x2091d70: failed to pick subchannel: error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0307 08:48:53.098316215   25577 error.cc:304]               0x2b41b8000d70: 1 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:3048]
I0307 08:48:53.098354416   25577 client_channel.cc:2655]     chand=0x20874a0 lb_call=0x2091d70: failing 1 pending batches: {"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0307 08:48:53.098393287   25577 error.cc:304]               0x2b41b8000d70: 2 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2667]
I0307 08:48:53.098433498   25577 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x208b088: closure=0x2090570 error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=PendingBatchesFail
D0307 08:48:53.098480189   25577 error.cc:352]               0x2b41b8000d70: 3 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0307 08:48:53.098522710   25577 exec_ctx.cc:54]             closure 0x2091e10 finished
D0307 08:48:53.098556321   25577 exec_ctx.cc:34]             running closure 0x2090570: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2666]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
D0307 08:48:53.098589332   25577 error.cc:304]               0x2b41b8000d70: 2 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2640]
D0307 08:48:53.098625693   25577 error.cc:304]               0x2b41b8000d70: 3 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:183]
I0307 08:48:53.098665034   25577 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x208b088: closure=0x20905b8 error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=failing on_complete
D0307 08:48:53.098703905   25577 error.cc:352]               0x2b41b8000d70: 4 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:188]
D0307 08:48:53.098740066   25577 error.cc:352]               0x2b41b8000d70: 3 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0307 08:48:53.098773127   25577 exec_ctx.cc:54]             closure 0x2090570 finished
D0307 08:48:53.098806078   25577 exec_ctx.cc:34]             running closure 0x20905b8: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1312]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
I0307 08:48:53.098884671   25577 retry_filter.cc:1851]       chand=0x2091160 calld=0x208c270 attempt=0x2091270 batch_data=0x2090530: got on_complete, error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}, batch= SEND_INITIAL_METADATA{:path: /NumberService/Sum}
I0307 08:48:53.098930592   25577 retry_filter.cc:1872]       chand=0x2091160 calld=0x208c270 attempt=0x2091270: deferring on_complete
D0307 08:48:53.098965323   25577 error.cc:304]               0x2b41b8000d70: 2 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1876]
D0307 08:48:53.099002584   25577 error.cc:304]               0x2b41b8000d70: 3 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1878]
I0307 08:48:53.099038355   25577 ref_counted.h:86]           CallAttempt:0x2091278 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:360 ref 2 -> 3 CreateBatch
I0307 08:48:53.099076366   25577 retry_filter.cc:1298]       chand=0x2091160 calld=0x208c270 attempt=0x2091270: creating batch 0x2b41b80011e0
D0307 08:48:53.099114077   25577 transport.h:158]            CALL_STACK 0x208c1e0:0x208c1d0 REF Retry BatchData
I0307 08:48:53.099148978   25577 ref_counted.h:115]          stream_refcount:0x208c1e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 Retry BatchData
I0307 08:48:53.099192229   25577 retry_filter.cc:865]        chand=0x2091160 calld=0x208c270 attempt=0x2091270: adding batch (start cancellation batch on call attempt):  CANCEL:{"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0307 08:48:53.099234360   25577 retry_filter.cc:878]        chand=0x2091160 calld=0x208c270 attempt=0x2091270: call failed but recv_trailing_metadata not started; starting it internally
I0307 08:48:53.099270381   25577 ref_counted.h:86]           CallAttempt:0x2091278 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:360 ref 3 -> 4 CreateBatch
I0307 08:48:53.099305432   25577 retry_filter.cc:1298]       chand=0x2091160 calld=0x208c270 attempt=0x2091270: creating batch 0x2b41b8001060
D0307 08:48:53.099339403   25577 transport.h:158]            CALL_STACK 0x208c1e0:0x208c1d0 REF Retry BatchData
I0307 08:48:53.099373754   25577 ref_counted.h:115]          stream_refcount:0x208c1e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 4 -> 5 Retry BatchData
I0307 08:48:53.099490328   25577 retry_filter.cc:865]        chand=0x2091160 calld=0x208c270 attempt=0x2091270: adding batch (starting internal recv_trailing_metadata):  RECV_TRAILING_METADATA
I0307 08:48:53.099538849   25577 call_combiner.cc:127]       ==> CallCombiner::Start() [0x208b088] closure=0x2b41b80010a0 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:169: starting internal recv_trailing_metadata] error="OK"
I0307 08:48:53.099575390   25577 call_combiner.cc:136]         size: 1 -> 2
I0307 08:48:53.099608241   25577 call_combiner.cc:150]         QUEUING
I0307 08:48:53.099643002   25577 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x208b088: closure=0x2b41b8001220 error="OK" reason=start cancellation batch on call attempt
D0307 08:48:53.099680913   25577 error.cc:352]               0x2b41b8000d70: 4 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0307 08:48:53.099719744   25577 exec_ctx.cc:54]             closure 0x20905b8 finished
D0307 08:48:53.099752805   25577 exec_ctx.cc:34]             running closure 0x2b41b8001220: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:871]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
D0307 08:48:53.099792736   25577 error.cc:304]               0x2b41b8000d70: 3 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2813]
I0307 08:48:53.099827857   25577 client_channel.cc:2815]     chand=0x20874a0 lb_call=0x2091d70: recording cancel_error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0307 08:48:53.099862398   25577 error.cc:304]               0x2b41b8000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2819]
D0307 08:48:53.099896129   25577 error.cc:352]               0x2b41b8000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2648]
I0307 08:48:53.099931160   25577 client_channel.cc:2655]     chand=0x20874a0 lb_call=0x2091d70: failing 0 pending batches: {"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0307 08:48:53.099969871   25577 error.cc:304]               0x2b41b8000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2822]
D0307 08:48:53.100007082   25577 error.cc:352]               0x2b41b8000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:164]
D0307 08:48:53.100040973   25577 error.cc:304]               0x2b41b8000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:183]
I0307 08:48:53.100079124   25577 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x208b088: closure=0x2b41b8001268 error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=failing on_complete
D0307 08:48:53.100117625   25577 error.cc:352]               0x2b41b8000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:188]
D0307 08:48:53.100152416   25577 exec_ctx.cc:54]             closure 0x2b41b8001220 finished
D0307 08:48:53.100185287   25577 exec_ctx.cc:34]             running closure 0x2b41b8001268: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:2050]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
I0307 08:48:53.100234839   25577 retry_filter.cc:1927]       chand=0x2091160 calld=0x208c270 attempt=0x2091270 batch_data=0x2b41b80011e0: got on_complete for cancel_stream batch, error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}, batch= CANCEL:{"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0307 08:48:53.100282530   25577 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x208b088] [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1936: on_complete for internally generated cancel_stream op]
I0307 08:48:53.100317111   25577 call_combiner.cc:172]         size: 2 -> 1
I0307 08:48:53.100352862   25577 call_combiner.cc:179]         checking queue
I0307 08:48:53.100385313   25577 call_combiner.cc:201]         EXECUTING FROM QUEUE: closure=0x2b41b80010a0 error="OK"
I0307 08:48:53.100418284   25577 ref_counted.h:165]          BatchData:0x2b41b80011e8 unref 1 -> 0
I0307 08:48:53.100451135   25577 retry_filter.cc:1319]       chand=0x2091160 calld=0x208c270 attempt=0x2091270: destroying batch 0x2b41b80011e0
D0307 08:48:53.100492016   25577 transport.h:175]            CALL_STACK 0x208c1e0:0x208c1d0 UNREF Retry BatchData
I0307 08:48:53.100527827   25577 ref_counted.h:182]          stream_refcount:0x208c1e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 5 -> 4 Retry BatchData
I0307 08:48:53.100562098   25577 ref_counted.h:182]          CallAttempt:0x2091278 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1324 unref 4 -> 3 ~BatchData
D0307 08:48:53.100595259   25577 error.cc:352]               0x2b41b8000d70: 4 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0307 08:48:53.100626970   25577 exec_ctx.cc:54]             closure 0x2b41b8001268 finished
D0307 08:48:53.100660171   25577 exec_ctx.cc:34]             running closure 0x2b41b80010a0: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:871]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0307 08:48:53.100695892   25577 client_channel.cc:2797]     chand=0x20874a0 lb_call=0x2091d70: failing batch with error: {"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0307 08:48:53.100730743   25577 error.cc:304]               0x2b41b8000d70: 3 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2802]
D0307 08:48:53.100765574   25577 error.cc:304]               0x2b41b8000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:180]
I0307 08:48:53.100803635   25577 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x208b088: closure=0x2091fb0 error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=failing recv_trailing_metadata_ready
D0307 08:48:53.100841376   25577 error.cc:352]               0x2b41b8000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:188]
D0307 08:48:53.100881807   25577 exec_ctx.cc:54]             closure 0x2b41b80010a0 finished
D0307 08:48:53.100919638   25577 exec_ctx.cc:34]             running closure 0x2091fb0: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2775]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
D0307 08:48:53.100964949   25577 closure.h:259]              running closure 0x2091c60: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:2040]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2932]
I0307 08:48:53.101002270   25577 retry_filter.cc:1686]       chand=0x2091160 calld=0x208c270 attempt=0x2091270 batch_data=0x2b41b8001060: got recv_trailing_metadata_ready, error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0307 08:48:53.101037551   25577 error.cc:304]               0x2b41b8000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1710]
D0307 08:48:53.101105823   25577 error.cc:352]               0x2b41b8000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1575]
I0307 08:48:53.101155365   25577 retry_filter.cc:1713]       chand=0x2091160 calld=0x208c270 attempt=0x2091270: call finished, status=UNAVAILABLE server_pushback=N/A is_lb_drop=0 stream_network_state=N/A
I0307 08:48:53.101195686   25577 retry_filter.cc:2536]       chand=0x2091160 calld=0x208c270: committing retries
D0307 08:48:53.101231467   25577 error.cc:304]               0x2b41b8000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1778]
D0307 08:48:53.101267238   25577 error.cc:304]               0x2b41b8000d70: 5 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1669]
D0307 08:48:53.101304749   25577 error.cc:304]               0x2b41b8000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1673]
D0307 08:48:53.101339180   25577 error.cc:352]               0x2b41b8000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1661]
I0307 08:48:53.101375841   25577 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x208b088: closure=0x20905b8 error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=resuming on_complete
D0307 08:48:53.101414562   25577 error.cc:352]               0x2b41b8000d70: 6 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1677]
I0307 08:48:53.101449573   25577 ref_counted.h:165]          BatchData:0x2b41b8001068 unref 2 -> 1
D0307 08:48:53.101489804   25577 closure.h:268]              closure 0x2091c60 finished
D0307 08:48:53.101524655   25577 error.cc:352]               0x2b41b8000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/closure.h:271]
D0307 08:48:53.101560686   25577 error.cc:352]               0x2b41b8000d70: 4 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0307 08:48:53.101597547   25577 exec_ctx.cc:54]             closure 0x2091fb0 finished
D0307 08:48:53.101630948   25577 exec_ctx.cc:34]             running closure 0x20905b8: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1312]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
I0307 08:48:53.101688770   25577 retry_filter.cc:1851]       chand=0x2091160 calld=0x208c270 attempt=0x2091270 batch_data=0x2090530: got on_complete, error={"created":"@1678150133.097218174","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678150133.097146032","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}, batch= SEND_INITIAL_METADATA{:path: /NumberService/Sum}
I0307 08:48:53.101732261   25577 retry_filter.cc:2337]       chand=0x2091160 calld=0x208c270: destroying send_initial_metadata
D0307 08:48:53.101774092   25577 error.cc:304]               0x2b41b8000d70: 3 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1905]
I0307 08:48:53.101811233   25577 retry_filter.cc:2518]       chand=0x2091160 calld=0x208c270: completed pending batch at index 0
I0307 08:48:53.101846454   25577 retry_filter.cc:2462]       chand=0x2091160 calld=0x208c270: clearing pending batch
