D0201 15:49:07.153171186    1419 ev_posix.cc:172]            Using polling engine: epollex
D0201 15:49:08.700509547    1424 closure.h:259]              running closure 0x2ba39c002e60: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2550]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:684]
I0201 15:49:08.700543878    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c002e60 last=1
D0201 15:49:08.700586829    1424 closure.h:268]              closure 0x2ba39c002e60 finished
D0201 15:49:08.700624300    1424 exec_ctx.cc:54]             closure 0x2ba39c001430 finished
I0201 15:49:08.700659721    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0201 15:49:08.700694592    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c002e60
I0201 15:49:08.700761754    1424 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.7.14.60:50892: got setting ENABLE_PUSH = 0
I0201 15:49:08.700797835    1424 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.7.14.60:50892: got setting MAX_CONCURRENT_STREAMS = 0
I0201 15:49:08.700832076    1424 frame_settings.cc:238]      0x2ba39c002c70[svr] adding 4128768 for initial_window change
I0201 15:49:08.700865627    1424 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.7.14.60:50892: got setting INITIAL_WINDOW_SIZE = 4194303
I0201 15:49:08.700898978    1424 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.7.14.60:50892: got setting MAX_FRAME_SIZE = 4194303
I0201 15:49:08.700932039    1424 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.7.14.60:50892: got setting MAX_HEADER_LIST_SIZE = 8192
I0201 15:49:08.700970590    1424 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.7.14.60:50892: got setting GRPC_ALLOW_TRUE_BINARY_METADATA = 1
D0201 15:49:08.701018012    1424 flow_control.cc:117]        0x2ba39c004ee0[0][svr] | t updt recv | trw:              65535 -> 4194303, tlw:                       4194303, taw:                       4194303, srw:                              , slw:                              , saw:                              
I0201 15:49:08.701062053    1424 timer_generic.cc:447]       TIMER 0x2ba39c0052f8: CANCEL pending=true
I0201 15:49:08.701101564    1424 endpoint.cc:29]             endpoint: grpc_endpoint_read
I0201 15:49:08.701136175    1424 tcp_posix.cc:882]           tcp_read CALLED
D0201 15:49:08.701170826    1424 closure.h:259]              running closure 0x2ba39c001430: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:1784]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:907]
I0201 15:49:08.701203497    1424 tcp_posix.cc:862]           tcp_handle_read CALLED
I0201 15:49:08.701236978    1424 tcp_posix.cc:866]           TCP:0x2ba39c001280 got_read: "OK"
I0201 15:49:08.701269589    1424 tcp_posix.cc:856]           TCP:0x2ba39c001280 do_read
I0201 15:49:08.701304140    1424 tcp_posix.cc:549]           TCP:0x2ba39c001280 notify_on_read
D0201 15:49:08.701338511    1424 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x2ba39c000d00 curr=0 closure=0x2ba39c001430
D0201 15:49:08.701370872    1424 closure.h:268]              closure 0x2ba39c001430 finished
I0201 15:49:08.701404933    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=3
D0201 15:49:08.701439294    1424 exec_ctx.cc:34]             running closure 0x2ba39c001e58: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/server/chttp2_server.cc:468]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/frame_settings.cc:155]
I0201 15:49:08.701474405    1424 timer_generic.cc:447]       TIMER 0x2ba39c001dd0: CANCEL pending=true
D0201 15:49:08.701510656    1424 exec_ctx.cc:54]             closure 0x2ba39c001e58 finished
D0201 15:49:08.701550487    1424 exec_ctx.cc:34]             running closure 0x2ba39c0051d8: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2747]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
I0201 15:49:08.701590958    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c0051d8 last=1
D0201 15:49:08.701626769    1424 exec_ctx.cc:54]             closure 0x2ba39c0051d8 finished
D0201 15:49:08.701660970    1424 exec_ctx.cc:34]             running closure 0x2ba39c001e10: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/server/chttp2_server.cc:490]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
I0201 15:49:08.701697511    1424 ev_posix.cc:371]            (polling-api) pollset_set_del_pollset(0x2ba39c001b00, 0x14a2078)
I0201 15:49:08.701730442    1424 ev_epollex_linux.cc:1398]   PSS:0x2ba39c001b00: del pollset 0x14a2078
I0201 15:49:08.701766763    1424 ev_epollex_linux.cc:660]    PS:0x14a2078 (pollable:0x2ba39c000d50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=0x2ba38cdbf8e0 (target:NULL) cpsc=0 (target:0)
I0201 15:49:08.701804974    1424 ev_posix.cc:357]            (polling-api) pollset_set_destroy(0x2ba39c001b00)
I0201 15:49:08.701866776    1424 tcp_server.cc:85]           src/core/lib/iomgr/tcp_server.cc:grpc_tcp_server_unref()
D0201 15:49:08.701930908    1424 exec_ctx.cc:54]             closure 0x2ba39c001e10 finished
I0201 15:49:08.701968129    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0201 15:49:08.702002580    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c0051d8
I0201 15:49:08.702037711    1424 timer_generic.cc:344]       TIMER 0x2ba39c0052f8: SET 7202946 now 2946 call 0x2ba39c0051d8[0x2ba383bf0c7f]
I0201 15:49:08.702076152    1424 timer_generic.cc:382]         .. add to shard 7 with queue_deadline_cap=3411 => is_first_timer=false
I0201 15:49:08.702113413    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=3
I0201 15:49:08.702167275    1424 ev_epollex_linux.cc:660]    PS:0x14a2078 (pollable:0x2ba39c000d50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0201 15:49:08.702201626    1424 ev_posix.cc:325]            (polling-api) pollset_work(0x14a2078, 11411) end
I0201 15:49:08.702237027    1424 ev_posix.cc:321]            (polling-api) pollset_work(0x14a2078, 11411) begin
I0201 15:49:08.702273148    1424 ev_epollex_linux.cc:1117]   PS:0x14a2078 work hdl=(nil) worker=0x2ba38cdbf8e0 now=2946 deadline=11411 kwp=0 pollable=0x2ba39c000d50
I0201 15:49:08.702314269    1424 ev_epollex_linux.cc:935]    POLLABLE:0x2ba39c000d50[type=pollset epfd=9 wakeup=10] poll for 8465ms
I0201 15:49:08.711775681    1424 ev_epollex_linux.cc:954]    POLLABLE:0x2ba39c000d50 got 1 events
I0201 15:49:08.711835882    1424 ev_epollex_linux.cc:902]    PS:0x14a2078 got fd 0x2ba39c000cc0: cancel=0 read=1 write=1
D0201 15:49:08.711871583    1424 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2ba39c000d00 curr=2ba39c001430
D0201 15:49:08.711905594    1424 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2ba39c000d08 curr=2
D0201 15:49:08.711940005    1424 exec_ctx.cc:34]             running closure 0x2ba39c001430: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:1784]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/lockfree_event.cc:265]
I0201 15:49:08.711973136    1424 tcp_posix.cc:862]           tcp_handle_read CALLED
I0201 15:49:08.712007227    1424 tcp_posix.cc:866]           TCP:0x2ba39c001280 got_read: "OK"
I0201 15:49:08.712040518    1424 tcp_posix.cc:856]           TCP:0x2ba39c001280 do_read
I0201 15:49:08.712080049    1424 tcp_posix.cc:668]           TCP:0x2ba39c001280 call_cb 0x2ba39c002e60 0x2ba383befc09:0x2ba39c002c70
I0201 15:49:08.712115810    1424 tcp_posix.cc:670]           READ 0x2ba39c001280 (peer=ipv4:10.7.14.60:50892) error="OK"
D0201 15:49:08.712179752    1424 tcp_posix.cc:676]           DATA: 00 00 00 04 01 00 00 00 00 00 00 d8 01 04 00 00 00 01 40 05 3a 70 61 74 68 1e 2f 6d 61 74 68 74 65 73 74 2e 4d 61 74 68 54 65 73 74 2f 73 65 6e 64 52 65 71 75 65 73 74 40 0a 3a 61 75 74 68 6f 72 69 74 79 0f 31 30 2e 37 2e 31 34 2e 35 39 3a 35 30 30 30 83 86 40 0c 63 6f 6e 74 65 6e 74 2d 74 79 70 65 10 61 70 70 6c 69 63 61 74 69 6f 6e 2f 67 72 70 63 40 02 74 65 08 74 72 61 69 6c 65 72 73 40 14 67 72 70 63 2d 61 63 63 65 70 74 2d 65 6e 63 6f 64 69 6e 67 17 69 64 65 6e 74 69 74 79 2c 20 64 65 66 6c 61 74 65 2c 20 67 7a 69 70 40 0a 75 73 65 72 2d 61 67 65 6e 74 2d 67 72 70 63 2d 63 2b 2b 2f 31 2e 34 35 2e 30 20 67 72 70 63 2d 63 2f 32 33 2e 30 2e 30 20 28 6c 69 6e 75 78 3b 20 63 68 74 74 70 32 29 00 00 04 08 00 00 00 00 01 00 00 00 05 00 00 09 00 01 00 00 00 01 00 00 00 00 04 08 05 10 0a 00 00 04 08 00 00 00 00 00 00 00 00 05 '..................@.:path./mathtest.MathTest/sendRequest@.:authority.10.7.14.59:5000..@.content-type.application/grpc@.te.trailers@.grpc-accept-encoding.identity, deflate, gzip@.user-agent-grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)............................................'
D0201 15:49:08.712218513    1424 closure.h:259]              running closure 0x2ba39c002e60: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2550]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:684]
I0201 15:49:08.712252904    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c002e60 last=1
D0201 15:49:08.712286565    1424 closure.h:268]              closure 0x2ba39c002e60 finished
D0201 15:49:08.712319226    1424 exec_ctx.cc:54]             closure 0x2ba39c001430 finished
I0201 15:49:08.712354417    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0201 15:49:08.712388198    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c002e60
D0201 15:49:08.712467700    1424 transport.h:158]            SERVER_CHANNEL 0x2ba39c007690:0x2ba39c007610 REF call
I0201 15:49:08.712506961    1424 ref_counted.h:115]          stream_refcount:0x2ba39c007690 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 2 -> 3 call
D0201 15:49:08.712849591    1424 transport.h:158]            CALL_STACK 0x2ba39c00a6c0:0x2ba39c0099b0 REF chttp2
I0201 15:49:08.712894123    1424 ref_counted.h:115]          stream_refcount:0x2ba39c00a6c0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 1 -> 2 chttp2
I0201 15:49:08.713021536    1424 call.cc:1355]               ops[0]: RECV_INITIAL_METADATA ptr=0x2ba39c00a8c0
D0201 15:49:08.713071318    1424 transport.h:158]            CALL_STACK 0x2ba39c00a6c0:0x2ba39c0099b0 REF completion
I0201 15:49:08.713106069    1424 ref_counted.h:115]          stream_refcount:0x2ba39c00a6c0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 2 -> 3 completion
I0201 15:49:08.713144920    1424 call_combiner.cc:127]       ==> CallCombiner::Start() [0x2ba39c0099c8] closure=0x2ba39c00c5f0 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:623: executing batch] error="OK"
I0201 15:49:08.713178151    1424 call_combiner.cc:136]         size: 0 -> 1
I0201 15:49:08.713215282    1424 call_combiner.cc:144]         EXECUTING IMMEDIATELY
I0201 15:49:08.713257863    1424 parsing.cc:522]             parsing initial_metadata
D0201 15:49:08.713525601    1424 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: :path: /mathtest.MathTest/sendRequest
D0201 15:49:08.713686455    1424 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: :authority: 10.7.14.59:5000
D0201 15:49:08.713811479    1424 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: :method: POST
D0201 15:49:08.713926082    1424 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: :scheme: http
D0201 15:49:08.714065916    1424 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: content-type: application/grpc
D0201 15:49:08.714211961    1424 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: te: trailers
D0201 15:49:08.714581071    1424 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: grpc-accept-encoding: identity, deflate, gzip
D0201 15:49:08.714786907    1424 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: user-agent: grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)
D0201 15:49:08.715013024    1424 flow_control.cc:117]        0x2ba39c004ee0[1][svr] | s updt recv | trw:                       4194303, tlw:                       4194303, taw:                       4194303, srw:            4194303 -> 4194308, slw:                       4194303, saw:                       4194303
I0201 15:49:08.715059925    1424 bdp_estimator.h:53]         bdp[ipv4:10.7.14.60:50892]:sched acc=0 est=65536
I0201 15:49:08.715103706    1424 chttp2_transport.cc:795]    W:0x2ba39c002c70 SERVER [ipv4:10.7.14.60:50892] state IDLE -> WRITING [BDP_PING]
I0201 15:49:08.715140277    1424 combiner.cc:319]            C:0x2ba39c0025f0 grpc_combiner_execute_finally c=0x2ba39c002d88; ac=0x2ba39c0025f0
D0201 15:49:08.715193699    1424 flow_control.cc:117]        0x2ba39c004ee0[1][svr] |   data recv | trw:                       4194303, tlw:                       4194303, taw:            4194303 -> 4194294, srw:                       4194308, slw:            4194303 -> 4194294, saw:            4194303 -> 4194294
D0201 15:49:08.715255021    1424 flow_control.cc:117]        0x2ba39c004ee0[0][svr] | t updt recv | trw:            4194303 -> 4194308, tlw:                       4194303, taw:                       4194294, srw:                              , slw:                              , saw:                              
I0201 15:49:08.715298522    1424 timer_generic.cc:447]       TIMER 0x2ba39c0052f8: CANCEL pending=true
I0201 15:49:08.715338493    1424 endpoint.cc:29]             endpoint: grpc_endpoint_read
I0201 15:49:08.715373084    1424 tcp_posix.cc:882]           tcp_read CALLED
D0201 15:49:08.715407775    1424 closure.h:259]              running closure 0x2ba39c001430: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:1784]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:907]
I0201 15:49:08.715446326    1424 tcp_posix.cc:862]           tcp_handle_read CALLED
I0201 15:49:08.715480687    1424 tcp_posix.cc:866]           TCP:0x2ba39c001280 got_read: "OK"
I0201 15:49:08.715513268    1424 tcp_posix.cc:856]           TCP:0x2ba39c001280 do_read
I0201 15:49:08.715548869    1424 tcp_posix.cc:549]           TCP:0x2ba39c001280 notify_on_read
D0201 15:49:08.715589730    1424 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x2ba39c000d00 curr=0 closure=0x2ba39c001430
D0201 15:49:08.715624901    1424 closure.h:268]              closure 0x2ba39c001430 finished
I0201 15:49:08.715659002    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=5
D0201 15:49:08.715693803    1424 exec_ctx.cc:34]             running closure 0x2ba39c00c5f0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:621]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0201 15:49:08.715748635    1424 call.cc:610]                OP[server:0x2ba39c00a730]:  RECV_INITIAL_METADATA
I0201 15:49:08.715793266    1424 channel_stack.cc:248]       OP[server-auth:0x2ba39c00a748]:  RECV_INITIAL_METADATA
I0201 15:49:08.715835807    1424 channel_stack.cc:248]       OP[message_size:0x2ba39c00a760]:  RECV_INITIAL_METADATA
I0201 15:49:08.715880968    1424 channel_stack.cc:248]       OP[deadline:0x2ba39c00a778]:  RECV_INITIAL_METADATA
I0201 15:49:08.715921550    1424 channel_stack.cc:248]       OP[http-server:0x2ba39c00a790]:  RECV_INITIAL_METADATA
I0201 15:49:08.715963141    1424 channel_stack.cc:248]       OP[message_decompress:0x2ba39c00a7a8]:  RECV_INITIAL_METADATA
I0201 15:49:08.716003702    1424 channel_stack.cc:248]       OP[message_compress:0x2ba39c00a7c0]:  RECV_INITIAL_METADATA
I0201 15:49:08.716044343    1424 channel_stack.cc:248]       OP[connected:0x2ba39c00a7d8]:  RECV_INITIAL_METADATA
I0201 15:49:08.716087074    1424 chttp2_transport.cc:1652]   perform_stream_op[s=0x2ba39c00ba60; op=0x2ba39c00c518]:  RECV_INITIAL_METADATA
D0201 15:49:08.716122505    1424 transport.h:158]            CALL_STACK 0x2ba39c00a6c0:0x2ba39c0099b0 REF perform_stream_op
I0201 15:49:08.716157196    1424 ref_counted.h:115]          stream_refcount:0x2ba39c00a6c0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 perform_stream_op
I0201 15:49:08.716191167    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c00c538 last=3
I0201 15:49:08.716227178    1424 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x2ba39c0099c8] [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/connected_channel.cc:140: passed batch to transport]
I0201 15:49:08.716260769    1424 call_combiner.cc:172]         size: 1 -> 0
I0201 15:49:08.716292450    1424 call_combiner.cc:208]         queue empty
D0201 15:49:08.716325241    1424 exec_ctx.cc:54]             closure 0x2ba39c00c5f0 finished
D0201 15:49:08.716358912    1424 exec_ctx.cc:34]             running closure 0x2ba39c0051d8: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2747]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
I0201 15:49:08.716392413    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c0051d8 last=5
D0201 15:49:08.716425764    1424 exec_ctx.cc:54]             closure 0x2ba39c0051d8 finished
I0201 15:49:08.716464655    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0201 15:49:08.716498666    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c00c538
I0201 15:49:08.716548108    1424 chttp2_transport.cc:1402]   perform_stream_op_locked[s=0x2ba39c00ba60; op=0x2ba39c00c518]:  RECV_INITIAL_METADATA; on_complete = (nil)
D0201 15:49:08.717481184    1424 transport.h:175]            CALL_STACK 0x2ba39c00a6c0:0x2ba39c0099b0 UNREF perform_stream_op
I0201 15:49:08.717530886    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=7
D0201 15:49:08.717565877    1424 exec_ctx.cc:34]             running closure 0x2ba39c00b938: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/connected_channel.cc:77]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1215]
I0201 15:49:08.717614198    1424 call_combiner.cc:127]       ==> CallCombiner::Start() [0x2ba39c0099c8] closure=0x2ba39c00afb0 [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/connected_channel.cc:60: recv_initial_metadata_ready] error="OK"
I0201 15:49:08.717650949    1424 call_combiner.cc:136]         size: 0 -> 1
I0201 15:49:08.717683340    1424 call_combiner.cc:144]         EXECUTING IMMEDIATELY
D0201 15:49:08.717717251    1424 exec_ctx.cc:54]             closure 0x2ba39c00b938 finished
D0201 15:49:08.717751362    1424 exec_ctx.cc:34]             running closure 0x2ba39c00afb0: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:70]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
D0201 15:49:08.717828634    1424 closure.h:259]              running closure 0x2ba39c00ae70: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/http/server/http_server_filter.cc:49]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:152]
D0201 15:49:08.718046481    1424 closure.h:259]              running closure 0x2ba39c00acc0: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/deadline/deadline_filter.cc:323]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/http/server/http_server_filter.cc:278]
D0201 15:49:08.718146434    1424 closure.h:259]              running closure 0x2ba39c00aa60: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/security/transport/server_auth_filter.cc:56]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/deadline/deadline_filter.cc:301]
D0201 15:49:08.718197645    1424 closure.h:259]              running closure 0x2ba39c00a930: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/server.cc:1183]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/security/transport/server_auth_filter.cc:250]
D0201 15:49:08.718314108    1424 closure.h:259]              running closure 0x2ba39c00a5a8: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1599]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/server.cc:1400]
I0201 15:49:08.718357890    1424 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x2ba39c0099c8] [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1252: recv_initial_metadata_ready]
I0201 15:49:08.718392181    1424 call_combiner.cc:172]         size: 1 -> 0
I0201 15:49:08.718424812    1424 call_combiner.cc:208]         queue empty
D0201 15:49:08.718847294    1424 closure.h:259]              running closure 0x2ba39c00a8d8: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/server.cc:1229]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1069]
I0201 15:49:08.718916576    1424 call.cc:1355]               ops[0]: RECV_MESSAGE ptr=0x2ba39c00a870
D0201 15:49:08.718956997    1424 transport.h:158]            CALL_STACK 0x2ba39c00a6c0:0x2ba39c0099b0 REF completion
I0201 15:49:08.718993548    1424 ref_counted.h:115]          stream_refcount:0x2ba39c00a6c0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 completion
I0201 15:49:08.719030209    1424 call_combiner.cc:127]       ==> CallCombiner::Start() [0x2ba39c0099c8] closure=0x2ba39c00c780 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:623: executing batch] error="OK"
I0201 15:49:08.719064780    1424 call_combiner.cc:136]         size: 0 -> 1
I0201 15:49:08.719097041    1424 call_combiner.cc:144]         EXECUTING IMMEDIATELY
D0201 15:49:08.719135272    1424 closure.h:268]              closure 0x2ba39c00a8d8 finished
D0201 15:49:08.719170983    1424 transport.h:175]            CALL_STACK 0x2ba39c00a6c0:0x2ba39c0099b0 UNREF completion
D0201 15:49:08.719205064    1424 closure.h:268]              closure 0x2ba39c00a5a8 finished
D0201 15:49:08.719237315    1424 closure.h:268]              closure 0x2ba39c00a930 finished
D0201 15:49:08.719269616    1424 closure.h:268]              closure 0x2ba39c00aa60 finished
D0201 15:49:08.719306837    1424 closure.h:268]              closure 0x2ba39c00acc0 finished
D0201 15:49:08.719338758    1424 closure.h:268]              closure 0x2ba39c00ae70 finished
D0201 15:49:08.719370569    1424 exec_ctx.cc:54]             closure 0x2ba39c00afb0 finished
D0201 15:49:08.719403440    1424 exec_ctx.cc:34]             running closure 0x2ba39c00c780: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:621]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0201 15:49:08.719443131    1424 call.cc:610]                OP[server:0x2ba39c00a730]:  RECV_MESSAGE
I0201 15:49:08.719484552    1424 channel_stack.cc:248]       OP[server-auth:0x2ba39c00a748]:  RECV_MESSAGE
I0201 15:49:08.719525013    1424 channel_stack.cc:248]       OP[message_size:0x2ba39c00a760]:  RECV_MESSAGE
I0201 15:49:08.719564884    1424 channel_stack.cc:248]       OP[deadline:0x2ba39c00a778]:  RECV_MESSAGE
I0201 15:49:08.719614406    1424 channel_stack.cc:248]       OP[http-server:0x2ba39c00a790]:  RECV_MESSAGE
I0201 15:49:08.719655867    1424 channel_stack.cc:248]       OP[message_decompress:0x2ba39c00a7a8]:  RECV_MESSAGE
I0201 15:49:08.719696548    1424 channel_stack.cc:248]       OP[message_compress:0x2ba39c00a7c0]:  RECV_MESSAGE
I0201 15:49:08.719737219    1424 channel_stack.cc:248]       OP[connected:0x2ba39c00a7d8]:  RECV_MESSAGE
I0201 15:49:08.719777740    1424 chttp2_transport.cc:1652]   perform_stream_op[s=0x2ba39c00ba60; op=0x2ba39c00c6a8]:  RECV_MESSAGE
D0201 15:49:08.719813601    1424 transport.h:158]            CALL_STACK 0x2ba39c00a6c0:0x2ba39c0099b0 REF perform_stream_op
I0201 15:49:08.719847672    1424 ref_counted.h:115]          stream_refcount:0x2ba39c00a6c0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 perform_stream_op
I0201 15:49:08.719881893    1424 combiner.cc:132]            C:0x2ba39c0025f0 grpc_combiner_execute c=0x2ba39c00c6c8 last=5
I0201 15:49:08.719921015    1424 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x2ba39c0099c8] [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/connected_channel.cc:140: passed batch to transport]
I0201 15:49:08.719954756    1424 call_combiner.cc:172]         size: 1 -> 0
I0201 15:49:08.719987416    1424 call_combiner.cc:208]         queue empty
D0201 15:49:08.720020137    1424 exec_ctx.cc:54]             closure 0x2ba39c00c780 finished
I0201 15:49:08.720054178    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0201 15:49:08.720087959    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c0051d8
I0201 15:49:08.720123470    1424 timer_generic.cc:344]       TIMER 0x2ba39c0052f8: SET 7202957 now 2957 call 0x2ba39c0051d8[0x2ba383bf0c7f]
I0201 15:49:08.720163141    1424 timer_generic.cc:382]         .. add to shard 7 with queue_deadline_cap=3411 => is_first_timer=false
I0201 15:49:08.720200453    1424 combiner.cc:276]            C:0x2ba39c0025f0 finish old_state=7
I0201 15:49:08.720235464    1424 combiner.cc:198]            C:0x2ba39c0025f0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0201 15:49:08.720269024    1424 combiner.cc:220]            C:0x2ba39c0025f0 maybe_finish_one n=0x2ba39c00c6c8
I0201 15:49:08.720308966    1424 chttp2_transport.cc:1402]   perform_stream_op_locked[s=0x2ba39c00ba60; op=0x2ba39c00c6a8]:  RECV_MESSAGE; on_complete = (nil)
