D0309 08:20:20.645987200   20621 ev_posix.cc:172]            Using polling engine: epollex
I0309 08:20:20.699710028   20627 ref_counted.h:86]           pollable_refcount:0x2aac64000cb8 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:1015 ref 1 -> 2 pollset_worker
I0309 08:20:20.699774940   20627 ev_epollex_linux.cc:935]    POLLABLE:0x2aac64000cb0[type=pollset epfd=9 wakeup=10] poll for 10000ms
I0309 08:20:20.699819502   20627 ev_epollex_linux.cc:954]    POLLABLE:0x2aac64000cb0 got 1 events
I0309 08:20:20.699854893   20627 ev_epollex_linux.cc:902]    PS:0xb47078 got fd 0x2aac64000c20: cancel=0 read=0 write=1
D0309 08:20:20.699902814   20627 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2aac64000c68 curr=0
I0309 08:20:20.699941685   20627 ref_counted.h:182]          pollable_refcount:0x2aac64000cb8 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:1082 unref 2 -> 1 pollset_worker
I0309 08:20:20.699980326   20627 ev_epollex_linux.cc:660]    PS:0xb47078 (pollable:0x2aac64000cb0) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=1 (target:0)
I0309 08:20:20.700013717   20627 ev_posix.cc:325]            (polling-api) pollset_work(0xb47078, 11548) end
I0309 08:20:20.700053759   20627 ev_posix.cc:321]            (polling-api) pollset_work(0xb47078, 11548) begin
I0309 08:20:20.700091640   20627 ev_epollex_linux.cc:1117]   PS:0xb47078 work hdl=(nil) worker=0x2aac5512e8e0 now=1558 deadline=11548 kwp=0 pollable=0x2aac64000cb0
I0309 08:20:20.700128401   20627 ref_counted.h:86]           pollable_refcount:0x2aac64000cb8 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:1015 ref 1 -> 2 pollset_worker
I0309 08:20:20.700170902   20627 ev_epollex_linux.cc:935]    POLLABLE:0x2aac64000cb0[type=pollset epfd=9 wakeup=10] poll for 9990ms
I0309 08:20:20.725140321   20627 ev_epollex_linux.cc:954]    POLLABLE:0x2aac64000cb0 got 1 events
I0309 08:20:20.725293685   20627 ev_epollex_linux.cc:902]    PS:0xb47078 got fd 0x2aac64000c20: cancel=0 read=1 write=1
D0309 08:20:20.725332627   20627 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2aac64000c60 curr=2aac64001390
D0309 08:20:20.725369898   20627 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x2aac64000c68 curr=2
D0309 08:20:20.725408829   20627 exec_ctx.cc:34]             running closure 0x2aac64001390: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:1776]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/lockfree_event.cc:265]
I0309 08:20:20.725449200   20627 tcp_posix.cc:864]           TCP:0x2aac640011e0 got_read: "OK"
I0309 08:20:20.725499571   20627 tcp_posix.cc:839]           TCP:0x2aac640011e0 alloc_slices; min_chunk=256 max_chunk=4194304 target=8192.000000 buf_len=0
I0309 08:20:20.725598434   20627 tcp_posix.cc:856]           TCP:0x2aac640011e0 do_read
I0309 08:20:20.725678177   20627 tcp_posix.cc:668]           TCP:0x2aac640011e0 call_cb 0x2aac64002e10 0x2aac4bf5f541:0x2aac64002c20
I0309 08:20:20.725720308   20627 tcp_posix.cc:670]           READ 0x2aac640011e0 (peer=ipv4:10.8.10.79:58034) error="OK"
D0309 08:20:20.725792880   20627 tcp_posix.cc:676]           DATA: 50 52 49 20 2a 20 48 54 54 50 2f 32 2e 30 0d 0a 0d 0a 53 4d 0d 0a 0d 0a 00 00 24 04 00 00 00 00 00 00 02 00 00 00 00 00 03 00 00 00 00 00 04 00 3f ff ff 00 05 00 3f ff ff 00 06 00 00 20 00 fe 03 00 00 00 01 00 00 00 04 01 00 00 00 00 00 00 d8 01 04 00 00 00 01 40 05 3a 70 61 74 68 1e 2f 6d 61 74 68 74 65 73 74 2e 4d 61 74 68 54 65 73 74 2f 73 65 6e 64 52 65 71 75 65 73 74 40 0a 3a 61 75 74 68 6f 72 69 74 79 0f 31 30 2e 38 2e 31 30 2e 37 38 3a 35 30 30 30 83 86 40 0c 63 6f 6e 74 65 6e 74 2d 74 79 70 65 10 61 70 70 6c 69 63 61 74 69 6f 6e 2f 67 72 70 63 40 02 74 65 08 74 72 61 69 6c 65 72 73 40 14 67 72 70 63 2d 61 63 63 65 70 74 2d 65 6e 63 6f 64 69 6e 67 17 69 64 65 6e 74 69 74 79 2c 20 64 65 66 6c 61 74 65 2c 20 67 7a 69 70 40 0a 75 73 65 72 2d 61 67 65 6e 74 2d 67 72 70 63 2d 63 2b 2b 2f 31 2e 34 35 2e 30 20 67 72 70 63 2d 63 2f 32 33 2e 30 2e 30 20 28 6c 69 6e 75 78 3b 20 63 68 74 74 70 32 29 00 00 04 08 00 00 00 00 01 00 00 00 05 00 00 09 00 01 00 00 00 01 00 00 00 00 04 08 05 10 0a 00 00 04 08 00 00 00 00 00 00 3f 00 05 'PRI * HTTP/2.0....SM......$.....................?.....?...... .........................@.:path./mathtest.MathTest/sendRequest@.:authority.10.8.10.78:5000..@.content-type.application/grpc@.te.trailers@.grpc-accept-encoding.identity, deflate, gzip@.user-agent-grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2).........................................?..'
D0309 08:20:20.725835251   20627 closure.h:259]              running closure 0x2aac64002e10: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2547]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:684]
I0309 08:20:20.725872582   20627 combiner.cc:132]            C:0x2aac64002530 grpc_combiner_execute c=0x2aac64002e10 last=1
D0309 08:20:20.725910673   20627 closure.h:268]              closure 0x2aac64002e10 finished
I0309 08:20:20.725947175   20627 ref_counted.h:182]          tcp:0x2aac64001208 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:832 unref 2 -> 1 read
D0309 08:20:20.725983016   20627 exec_ctx.cc:54]             closure 0x2aac64001390 finished
I0309 08:20:20.726021477   20627 combiner.cc:198]            C:0x2aac64002530 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0309 08:20:20.726059388   20627 combiner.cc:220]            C:0x2aac64002530 maybe_finish_one n=0x2aac64002e10
I0309 08:20:20.726142290   20627 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.8.10.79:58034: got setting ENABLE_PUSH = 0
I0309 08:20:20.726181991   20627 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.8.10.79:58034: got setting MAX_CONCURRENT_STREAMS = 0
I0309 08:20:20.726215762   20627 frame_settings.cc:238]      0x2aac64002c20[svr] adding 4128768 for initial_window change
I0309 08:20:20.726250363   20627 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.8.10.79:58034: got setting INITIAL_WINDOW_SIZE = 4194303
I0309 08:20:20.726284564   20627 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.8.10.79:58034: got setting MAX_FRAME_SIZE = 4194303
I0309 08:20:20.726324256   20627 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.8.10.79:58034: got setting MAX_HEADER_LIST_SIZE = 8192
I0309 08:20:20.726358437   20627 frame_settings.cc:262]      CHTTP2:SVR:ipv4:10.8.10.79:58034: got setting GRPC_ALLOW_TRUE_BINARY_METADATA = 1
D0309 08:20:20.726448369   20627 transport.h:158]            SERVER_CHANNEL 0x2aac64007630:0x2aac640075b0 REF call
I0309 08:20:20.726488000   20627 ref_counted.h:115]          stream_refcount:0x2aac64007630 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 2 -> 3 call
I0309 08:20:20.726889072   20627 ref_counted.h:86]           auth_context_refcount:0x2aac640026e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/security/transport/server_auth_filter.cc:66 ref 1 -> 2 server_auth_filter
D0309 08:20:20.726953604   20627 transport.h:158]            CALL_STACK 0x2aac6400a640:0x2aac64009930 REF chttp2
I0309 08:20:20.726994685   20627 ref_counted.h:115]          stream_refcount:0x2aac6400a640 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 1 -> 2 chttp2
I0309 08:20:20.727030586   20627 ref_counted.h:86]           chttp2_refcount:0x2aac64002c28 /public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:660 ref 5 -> 6 stream
I0309 08:20:20.727074798   20627 ref_counted.h:86]           chttp2_refcount:0x2aac64002c28 /public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:3088 ref 6 -> 7 destructive_reclaimer
I0309 08:20:20.727229312   20627 call.cc:1355]               ops[0]: RECV_INITIAL_METADATA ptr=0x2aac6400a840
D0309 08:20:20.727288534   20627 transport.h:158]            CALL_STACK 0x2aac6400a640:0x2aac64009930 REF completion
I0309 08:20:20.727328635   20627 ref_counted.h:115]          stream_refcount:0x2aac6400a640 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 2 -> 3 completion
I0309 08:20:20.727368496   20627 call_combiner.cc:127]       ==> CallCombiner::Start() [0x2aac64009948] closure=0x2aac6400c570 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:623: executing batch] error="OK"
I0309 08:20:20.727405737   20627 call_combiner.cc:136]         size: 0 -> 1
I0309 08:20:20.727439888   20627 call_combiner.cc:144]         EXECUTING IMMEDIATELY
I0309 08:20:20.727486500   20627 parsing.cc:522]             parsing initial_metadata
D0309 08:20:20.727793958   20627 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: :path: /mathtest.MathTest/sendRequest
D0309 08:20:20.727965043   20627 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: :authority: 10.8.10.78:5000
D0309 08:20:20.728089077   20627 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: :method: POST
D0309 08:20:20.728211531   20627 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: :scheme: http
D0309 08:20:20.728370835   20627 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: content-type: application/grpc
D0309 08:20:20.728517080   20627 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: te: trailers
D0309 08:20:20.728942622   20627 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: grpc-accept-encoding: identity, deflate, gzip
D0309 08:20:20.729151098   20627 hpack_parser.cc:1047]       HTTP:1:HDR:SVR: user-agent: grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)
D0309 08:20:20.729394395   20627 flow_control.cc:117]        0x2aac64004e90[1][svr] | s updt recv | trw:                         65535, tlw:                       4194303, taw:                       4194303, srw:            4194303 -> 4194308, slw:                       4194303, saw:                       4194303
I0309 08:20:20.729439917   20627 ref_counted.h:86]           chttp2_refcount:0x2aac64002c28 /public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/parsing.cc:364 ref 7 -> 8 bdp_ping
I0309 08:20:20.729480238   20627 bdp_estimator.h:53]         bdp[ipv4:10.8.10.79:58034]:sched acc=0 est=65536
I0309 08:20:20.729517109   20627 chttp2_transport.cc:795]    W:0x2aac64002c20 SERVER [ipv4:10.8.10.79:58034] state IDLE -> WRITING [BDP_PING]
I0309 08:20:20.729554060   20627 ref_counted.h:86]           chttp2_refcount:0x2aac64002c28 /public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:891 ref 8 -> 9 writing
I0309 08:20:20.729589511   20627 combiner.cc:319]            C:0x2aac64002530 grpc_combiner_execute_finally c=0x2aac64002d38; ac=0x2aac64002530
D0309 08:20:20.729644933   20627 flow_control.cc:117]        0x2aac64004e90[1][svr] |   data recv | trw:                         65535, tlw:                       4194303, taw:            4194303 -> 4194294, srw:                       4194308, slw:            4194303 -> 4194294, saw:            4194303 -> 4194294
D0309 08:20:20.729721475   20627 flow_control.cc:117]        0x2aac64004e90[0][svr] | t updt recv | trw:              65535 -> 4194308, tlw:                       4194303, taw:                       4194294, srw:                              , slw:                              , saw:                              
I0309 08:20:20.729775766   20627 timer_generic.cc:447]       TIMER 0x2aac640052a8: CANCEL pending=true
I0309 08:20:20.729822688   20627 ref_counted.h:86]           tcp:0x2aac64001208 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:886 ref 1 -> 2 read
D0309 08:20:20.729861539   20627 closure.h:259]              running closure 0x2aac64001390: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:1776]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_posix.cc:903]
I0309 08:20:20.729898610   20627 tcp_posix.cc:864]           TCP:0x2aac640011e0 got_read: "OK"
I0309 08:20:20.729932561   20627 tcp_posix.cc:856]           TCP:0x2aac640011e0 do_read
I0309 08:20:20.729971782   20627 tcp_posix.cc:549]           TCP:0x2aac640011e0 notify_on_read
D0309 08:20:20.730008203   20627 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x2aac64000c60 curr=0 closure=0x2aac64001390
D0309 08:20:20.730043844   20627 closure.h:268]              closure 0x2aac64001390 finished
I0309 08:20:20.730078525   20627 combiner.cc:276]            C:0x2aac64002530 finish old_state=5
D0309 08:20:20.730115446   20627 exec_ctx.cc:34]             running closure 0x2aac64001e58: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/server/chttp2_server.cc:467]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/frame_settings.cc:155]
I0309 08:20:20.730152167   20627 timer_generic.cc:447]       TIMER 0x2aac64001dd0: CANCEL pending=true
D0309 08:20:20.730192229   20627 exec_ctx.cc:54]             closure 0x2aac64001e58 finished
D0309 08:20:20.730234800   20627 exec_ctx.cc:34]             running closure 0x2aac6400c570: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:621]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0309 08:20:20.730296342   20627 call.cc:610]                OP[server:0x2aac6400a6b0]:  RECV_INITIAL_METADATA
I0309 08:20:20.730344863   20627 channel_stack.cc:248]       OP[server-auth:0x2aac6400a6c8]:  RECV_INITIAL_METADATA
I0309 08:20:20.730393324   20627 channel_stack.cc:248]       OP[message_size:0x2aac6400a6e0]:  RECV_INITIAL_METADATA
I0309 08:20:20.730436376   20627 channel_stack.cc:248]       OP[deadline:0x2aac6400a6f8]:  RECV_INITIAL_METADATA
I0309 08:20:20.730479737   20627 channel_stack.cc:248]       OP[http-server:0x2aac6400a710]:  RECV_INITIAL_METADATA
I0309 08:20:20.730522188   20627 channel_stack.cc:248]       OP[message_decompress:0x2aac6400a728]:  RECV_INITIAL_METADATA
I0309 08:20:20.730566430   20627 channel_stack.cc:248]       OP[message_compress:0x2aac6400a740]:  RECV_INITIAL_METADATA
I0309 08:20:20.730610041   20627 channel_stack.cc:248]       OP[connected:0x2aac6400a758]:  RECV_INITIAL_METADATA
I0309 08:20:20.730654112   20627 chttp2_transport.cc:1652]   perform_stream_op[s=0x2aac6400b9e0; op=0x2aac6400c498]:  RECV_INITIAL_METADATA
D0309 08:20:20.730694183   20627 transport.h:158]            CALL_STACK 0x2aac6400a640:0x2aac64009930 REF perform_stream_op
I0309 08:20:20.730738415   20627 ref_counted.h:115]          stream_refcount:0x2aac6400a640 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 perform_stream_op
I0309 08:20:20.730778386   20627 combiner.cc:132]            C:0x2aac64002530 grpc_combiner_execute c=0x2aac6400c4b8 last=3
I0309 08:20:20.730816527   20627 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x2aac64009948] [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/connected_channel.cc:140: passed batch to transport]
I0309 08:20:20.730852158   20627 call_combiner.cc:172]         size: 1 -> 0
I0309 08:20:20.730886359   20627 call_combiner.cc:208]         queue empty
D0309 08:20:20.730930900   20627 exec_ctx.cc:54]             closure 0x2aac6400c570 finished
D0309 08:20:20.730967181   20627 exec_ctx.cc:34]             running closure 0x2aac64005188: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2744]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
I0309 08:20:20.731003032   20627 combiner.cc:132]            C:0x2aac64002530 grpc_combiner_execute c=0x2aac64005188 last=5
D0309 08:20:20.731041763   20627 exec_ctx.cc:54]             closure 0x2aac64005188 finished
D0309 08:20:20.731077634   20627 exec_ctx.cc:34]             running closure 0x2aac64001e10: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/server/chttp2_server.cc:488]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
I0309 08:20:20.731115676   20627 ev_posix.cc:371]            (polling-api) pollset_set_del_pollset(0x2aac64001ad0, 0xb47078)
I0309 08:20:20.731152867   20627 ev_epollex_linux.cc:1398]   PSS:0x2aac64001ad0: del pollset 0xb47078
I0309 08:20:20.731192618   20627 ev_epollex_linux.cc:660]    PS:0xb47078 (pollable:0x2aac64000cb0) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=0x2aac5512e8e0 (target:NULL) cpsc=0 (target:0)
I0309 08:20:20.731231179   20627 ev_posix.cc:357]            (polling-api) pollset_set_destroy(0x2aac64001ad0)
I0309 08:20:20.731295611   20627 ref_counted.h:182]          chttp2_refcount:0x2aac64002c28 /public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/server/chttp2_server.cc:542 unref 9 -> 8 ActiveConnection
D0309 08:20:20.731346812   20627 exec_ctx.cc:54]             closure 0x2aac64001e10 finished
I0309 08:20:20.731385743   20627 combiner.cc:198]            C:0x2aac64002530 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0309 08:20:20.731422034   20627 combiner.cc:220]            C:0x2aac64002530 maybe_finish_one n=0x2aac6400c4b8
I0309 08:20:20.731475416   20627 chttp2_transport.cc:1402]   perform_stream_op_locked[s=0x2aac6400b9e0; op=0x2aac6400c498]:  RECV_INITIAL_METADATA; on_complete = (nil)
D0309 08:20:20.732466505   20627 transport.h:175]            CALL_STACK 0x2aac6400a640:0x2aac64009930 UNREF perform_stream_op
I0309 08:20:20.732516666   20627 ref_counted.h:182]          stream_refcount:0x2aac6400a640 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 4 -> 3 perform_stream_op
I0309 08:20:20.732552728   20627 combiner.cc:276]            C:0x2aac64002530 finish old_state=7
D0309 08:20:20.732589599   20627 exec_ctx.cc:34]             running closure 0x2aac6400b8b8: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/connected_channel.cc:77]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1215]
I0309 08:20:20.732626870   20627 call_combiner.cc:127]       ==> CallCombiner::Start() [0x2aac64009948] closure=0x2aac6400af30 [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/connected_channel.cc:60: recv_initial_metadata_ready] error="OK"
I0309 08:20:20.732667181   20627 call_combiner.cc:136]         size: 0 -> 1
I0309 08:20:20.732700172   20627 call_combiner.cc:144]         EXECUTING IMMEDIATELY
D0309 08:20:20.732741943   20627 exec_ctx.cc:54]             closure 0x2aac6400b8b8 finished
D0309 08:20:20.732778364   20627 exec_ctx.cc:34]             running closure 0x2aac6400af30: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:70]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
D0309 08:20:20.732862017   20627 closure.h:259]              running closure 0x2aac6400adf0: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/http/server/http_server_filter.cc:49]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:152]
D0309 08:20:20.733106574   20627 closure.h:259]              running closure 0x2aac6400ac40: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/deadline/deadline_filter.cc:323]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/http/server/http_server_filter.cc:278]
D0309 08:20:20.733197886   20627 closure.h:259]              running closure 0x2aac6400a9e0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/security/transport/server_auth_filter.cc:56]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/deadline/deadline_filter.cc:301]
D0309 08:20:20.733242848   20627 closure.h:259]              running closure 0x2aac6400a8b0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/server.cc:1179]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/security/transport/server_auth_filter.cc:250]
D0309 08:20:20.733361611   20627 closure.h:259]              running closure 0x2aac6400a528: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1599]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/server.cc:1396]
I0309 08:20:20.733403492   20627 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x2aac64009948] [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1252: recv_initial_metadata_ready]
I0309 08:20:20.733440423   20627 call_combiner.cc:172]         size: 1 -> 0
I0309 08:20:20.733473514   20627 call_combiner.cc:208]         queue empty
D0309 08:20:20.733937368   20627 closure.h:259]              running closure 0x2aac6400a858: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/server.cc:1225]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1069]
I0309 08:20:20.734016040   20627 call.cc:1355]               ops[0]: RECV_MESSAGE ptr=0x2aac6400a7f0
D0309 08:20:20.734059341   20627 transport.h:158]            CALL_STACK 0x2aac6400a640:0x2aac64009930 REF completion
I0309 08:20:20.734100543   20627 ref_counted.h:115]          stream_refcount:0x2aac6400a640 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 completion
I0309 08:20:20.734139834   20627 call_combiner.cc:127]       ==> CallCombiner::Start() [0x2aac64009948] closure=0x2aac6400c700 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:623: executing batch] error="OK"
I0309 08:20:20.734174815   20627 call_combiner.cc:136]         size: 0 -> 1
I0309 08:20:20.734210406   20627 call_combiner.cc:144]         EXECUTING IMMEDIATELY
D0309 08:20:20.734244287   20627 closure.h:268]              closure 0x2aac6400a858 finished
D0309 08:20:20.734280748   20627 transport.h:175]            CALL_STACK 0x2aac6400a640:0x2aac64009930 UNREF completion
I0309 08:20:20.734315319   20627 ref_counted.h:182]          stream_refcount:0x2aac6400a640 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 4 -> 3 completion
D0309 08:20:20.734350150   20627 closure.h:268]              closure 0x2aac6400a528 finished
D0309 08:20:20.734382771   20627 closure.h:268]              closure 0x2aac6400a8b0 finished
D0309 08:20:20.734416912   20627 closure.h:268]              closure 0x2aac6400a9e0 finished
D0309 08:20:20.734449353   20627 closure.h:268]              closure 0x2aac6400ac40 finished
D0309 08:20:20.734483544   20627 closure.h:268]              closure 0x2aac6400adf0 finished
D0309 08:20:20.734515365   20627 exec_ctx.cc:54]             closure 0x2aac6400af30 finished
D0309 08:20:20.734550436   20627 exec_ctx.cc:34]             running closure 0x2aac6400c700: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:621]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0309 08:20:20.734593507   20627 call.cc:610]                OP[server:0x2aac6400a6b0]:  RECV_MESSAGE
I0309 08:20:20.734636888   20627 channel_stack.cc:248]       OP[server-auth:0x2aac6400a6c8]:  RECV_MESSAGE
I0309 08:20:20.734683960   20627 channel_stack.cc:248]       OP[message_size:0x2aac6400a6e0]:  RECV_MESSAGE
I0309 08:20:20.734733851   20627 channel_stack.cc:248]       OP[deadline:0x2aac6400a6f8]:  RECV_MESSAGE
I0309 08:20:20.734785583   20627 channel_stack.cc:248]       OP[http-server:0x2aac6400a710]:  RECV_MESSAGE
I0309 08:20:20.734827524   20627 channel_stack.cc:248]       OP[message_decompress:0x2aac6400a728]:  RECV_MESSAGE
I0309 08:20:20.734870245   20627 channel_stack.cc:248]       OP[message_compress:0x2aac6400a740]:  RECV_MESSAGE
I0309 08:20:20.734912356   20627 channel_stack.cc:248]       OP[connected:0x2aac6400a758]:  RECV_MESSAGE
I0309 08:20:20.734953847   20627 chttp2_transport.cc:1652]   perform_stream_op[s=0x2aac6400b9e0; op=0x2aac6400c628]:  RECV_MESSAGE
D0309 08:20:20.734992419   20627 transport.h:158]            CALL_STACK 0x2aac6400a640:0x2aac64009930 REF perform_stream_op
I0309 08:20:20.735027540   20627 ref_counted.h:115]          stream_refcount:0x2aac6400a640 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 3 -> 4 perform_stream_op
I0309 08:20:20.735063481   20627 combiner.cc:132]            C:0x2aac64002530 grpc_combiner_execute c=0x2aac6400c648 last=5
I0309 08:20:20.735098962   20627 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x2aac64009948] [/public/home/lifei/xinzk/source/grpc/src/core/lib/channel/connected_channel.cc:140: passed batch to transport]
I0309 08:20:20.735134423   20627 call_combiner.cc:172]         size: 1 -> 0
I0309 08:20:20.735166424   20627 call_combiner.cc:208]         queue empty
D0309 08:20:20.735200995   20627 exec_ctx.cc:54]             closure 0x2aac6400c700 finished
I0309 08:20:20.735235786   20627 combiner.cc:198]            C:0x2aac64002530 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0309 08:20:20.735271317   20627 combiner.cc:220]            C:0x2aac64002530 maybe_finish_one n=0x2aac64005188
I0309 08:20:20.735310578   20627 ref_counted.h:86]           chttp2_refcount:0x2aac64002c28 /public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2742 ref 8 -> 9 init keepalive ping
I0309 08:20:20.735349899   20627 timer_generic.cc:344]       TIMER 0x2aac640052a8: SET 7201584 now 1584 call 0x2aac64005188[0x2aac4bf605b7]
I0309 08:20:20.735391050   20627 timer_generic.cc:382]         .. add to shard 2 with queue_deadline_cap=2518 => is_first_timer=false
I0309 08:20:20.735431391   20627 ref_counted.h:182]          chttp2_refcount:0x2aac64002c28 /public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2749 unref 9 -> 8 init keepalive ping
I0309 08:20:20.735467253   20627 combiner.cc:276]            C:0x2aac64002530 finish old_state=7
I0309 08:20:20.735504354   20627 combiner.cc:198]            C:0x2aac64002530 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0309 08:20:20.735538745   20627 combiner.cc:220]            C:0x2aac64002530 maybe_finish_one n=0x2aac6400c648
I0309 08:20:20.735581216   20627 chttp2_transport.cc:1402]   perform_stream_op_locked[s=0x2aac6400b9e0; op=0x2aac6400c628]:  RECV_MESSAGE; on_complete = (nil)
D0309 08:20:20.735674679   20627 transport.h:175]            CALL_STACK 0x2aac6400a640:0x2aac64009930 UNREF perform_stream_op
I0309 08:20:20.735717340   20627 ref_counted.h:182]          stream_refcount:0x2aac6400a640 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 4 -> 3 perform_stream_op
